"Geneid","NT_shRNA_hepg2_rep1","NT_shRNA_hepg2_rep2","TARDBP_shRNA_hepg2_rep1","TARDBP_shRNA_hepg2_rep2"
"ENSG00000175305.17_3",135,122,76,74
"ENSG00000272509.1_5",0,1,1,5
"ENSG00000156170.12_3",304,326,258,255
"ENSG00000164938.13_2",1608,1549,925,857
"ENSG00000253878.5_6",22,30,14,13
"ENSG00000175895.3_2",296,341,292,231
"ENSG00000156172.5_2",131,141,144,120
"ENSG00000253945.1_5",11,22,10,22
"ENSG00000156467.9_2",5633,5807,3677,3817
"ENSG00000156469.8_4",289,338,141,138
"ENSG00000156471.12_2",1431,1663,1354,1212
"ENSG00000169439.11_3",5388,6367,7030,6964
"ENSG00000104324.15_5",400,474,746,735
"ENSG00000213750.4_5",8,3,8,6
"ENSG00000147649.9_2",3590,3886,2786,2631
"ENSG00000104341.16_4",2046,2048,2356,2270
"ENSG00000132561.13_5",27,17,14,12
"ENSG00000156482.10_2",4472,5464,5052,4203
"ENSG00000177459.10_3",15,6,7,9
"ENSG00000132541.10_3",313,319,338,347
"ENSG00000104356.10_3",281,226,116,99
"ENSG00000104361.9_2",219,207,281,272
"ENSG00000104375.16_5",402,397,303,253
"ENSG00000271930.1_5",2,5,4,3
"ENSG00000164920.9_3",32,48,32,16
"ENSG00000253948.1_6",13,9,11,9
"ENSG00000253180.1_5",11,8,9,17
"ENSG00000132549.18_5",1207,1275,1152,966
"ENSG00000164919.10_4",567,659,337,359
"ENSG00000156509.13_2",97,150,41,31
"ENSG00000147669.10_2",613,587,415,437
"ENSG00000104450.12_2",279,251,154,148
"ENSG00000034677.12_3",977,1104,1489,1422
"ENSG00000253666.1_6",6,1,7,12
"ENSG00000186106.11_3",339,361,543,516
"ENSG00000070756.15_3",40810,44544,37783,36526
"ENSG00000164924.17_5",9579,9607,6202,5636
"ENSG00000261087.1_5",28,31,23,18
"ENSG00000120963.11_3",808,983,759,691
"ENSG00000228224.3_3",1,8,7,4
"ENSG00000104490.17_3",2,6,6,9
"ENSG00000282989.1_5",4,6,6,5
"ENSG00000048392.11_2",1482,1410,1311,1175
"ENSG00000246263.2_5",37,33,36,29
"ENSG00000104517.12_3",4256,4564,3405,3041
"ENSG00000155090.14_2",1289,1405,1610,1428
"ENSG00000253669.3_5",59,82,48,59
"ENSG00000155096.13_3",2704,2567,1458,1353
"ENSG00000253320.6_6",11,7,11,10
"ENSG00000155097.11_2",1481,1512,1176,1118
"ENSG00000247081.7_6",18,19,22,15
"ENSG00000164930.11_3",570,546,561,479
"ENSG00000164932.12_2",317,288,276,229
"ENSG00000164933.11_4",44,50,32,16
"ENSG00000164934.13_4",1504,1528,849,725
"ENSG00000147647.12_3",1,1,9,12
"ENSG00000147650.11_4",140,90,51,41
"ENSG00000251003.8_4",41,45,21,17
"ENSG00000254615.2_5",4,6,4,3
"ENSG00000164830.18_4",840,859,583,471
"ENSG00000104408.9_3",8233,9739,8151,7184
"ENSG00000104412.7_3",819,1006,561,463
"ENSG00000164841.4_2",5,3,0,2
"ENSG00000120526.10_2",697,823,354,336
"ENSG00000120533.12_3",1142,1137,742,692
"ENSG00000205038.11_3",1,0,2,5
"ENSG00000254185.1_5",14,13,13,14
"ENSG00000147654.14_3",853,903,661,590
"ENSG00000147642.16_5",78,98,85,76
"ENSG00000164796.17_3",153,107,56,73
"ENSG00000147677.10_4",3831,4205,3835,3458
"ENSG00000147679.11_3",396,357,244,272
"ENSG00000164754.14_3",4116,5291,2101,1894
"ENSG00000253327.2_4",5,7,2,2
"ENSG00000164758.7_2",99,109,45,40
"ENSG00000182197.11_4",938,1074,1193,1108
"ENSG00000177570.14_3",4,10,0,2
"ENSG00000164761.8_2",2,1,3,6
"ENSG00000147676.13_2",2169,2248,3228,2903
"ENSG00000136999.4_2",7,4,4,3
"ENSG00000136960.12_4",82,83,221,245
"ENSG00000064313.11_3",1192,1272,647,577
"ENSG00000136982.5_3",224,251,54,70
"ENSG00000279347.1_6",29,39,11,5
"ENSG00000155792.9_2",26,35,51,37
"ENSG00000172172.7_3",561,603,373,328
"ENSG00000172167.7_3",317,292,66,62
"ENSG00000172164.14_4",2814,3371,4407,4137
"ENSG00000250290.1_4",9,12,8,11
"ENSG00000272502.1_5",1082,1395,1218,1271
"ENSG00000263443.1_5",11,6,5,7
"ENSG00000272384.1_5",3,9,4,8
"ENSG00000272043.1_5",0,2,1,5
"ENSG00000178764.7_3",1669,1976,1430,1382
"ENSG00000253372.5_6",6,2,0,2
"ENSG00000136986.9_2",1139,1148,835,856
"ENSG00000156787.16_4",352,373,149,125
"ENSG00000147689.16_4",0,1,15,12
"ENSG00000189376.11_3",10,22,12,17
"ENSG00000165156.14_3",912,856,611,532
"ENSG00000156802.12_3",4940,5753,1885,1660
"ENSG00000156795.7_4",163,187,143,153
"ENSG00000156804.7_2",29,27,20,21
"ENSG00000104537.16_3",21,43,18,15
"ENSG00000176853.15_3",1795,1520,1053,971
"ENSG00000164983.7_2",281,331,270,216
"ENSG00000183665.5_2",45,48,55,42
"ENSG00000245149.3_4",72,72,66,79
"ENSG00000170881.4_3",732,762,750,746
"ENSG00000147687.18_3",383,384,232,228
"ENSG00000253106.1_5",19,21,26,29
"ENSG00000147684.8_3",1749,2191,1394,1272
"ENSG00000170873.18_4",1536,1657,1365,1362
"ENSG00000180938.5_2",100,134,104,80
"ENSG00000104549.11_2",4314,5717,6908,5981
"ENSG00000164961.15_3",910,1049,589,588
"ENSG00000156831.7_4",279,377,117,111
"ENSG00000173334.3_2",2781,2795,2286,2114
"ENSG00000168672.3_2",66,71,54,64
"ENSG00000254166.2_5",2789,3018,4611,4323
"ENSG00000282961.1_2",2,4,1,6
"ENSG00000224722.3_5",30,27,23,47
"ENSG00000136997.17_5",3028,3754,2728,2541
"ENSG00000249859.9_3",321,313,283,320
"ENSG00000207110.1",1,1,4,7
"ENSG00000285108.1_2",25,13,2,5
"ENSG00000153310.19_3",1371,1314,770,658
"ENSG00000153317.14_3",4783,4559,2956,2941
"ENSG00000132294.14_4",2165,2081,2230,2073
"ENSG00000129295.8_3",78,41,24,22
"ENSG00000165071.14_5",23,14,7,7
"ENSG00000129292.20_4",1353,1228,1250,1173
"ENSG00000104419.14_5",2788,4656,3511,3147
"ENSG00000225259.4_4",17,23,9,15
"ENSG00000008513.15_5",1056,1218,1183,1173
"ENSG00000261220.2_5",19,7,8,9
"ENSG00000066827.15_4",168,188,153,133
"ENSG00000259820.1_5",81,87,106,105
"ENSG00000131773.13_3",599,519,379,332
"ENSG00000167632.15_4",359,400,292,231
"ENSG00000282164.3_5",184,212,173,139
"ENSG00000259891.1_5",40,53,86,63
"ENSG00000104472.9_3",1175,1223,623,669
"ENSG00000123908.11_3",1823,1957,1743,1676
"ENSG00000280303.2_4",31,37,14,22
"ENSG00000169398.19_4",2150,2559,1074,1014
"ENSG00000105339.10_4",172,166,158,115
"ENSG00000253210.1_5",12,13,9,16
"ENSG00000022567.9_3",0,0,5,5
"ENSG00000184489.11_4",133,213,263,240
"ENSG00000171045.14_5",103,143,147,145
"ENSG00000181790.11_4",1,6,2,0
"ENSG00000234616.8_3",392,508,415,349
"ENSG00000130193.7_2",302,510,380,340
"ENSG00000253196.1_5",82,79,151,153
"ENSG00000180155.19_3",36,36,43,23
"ENSG00000167656.4_2",3,9,5,6
"ENSG00000247317.3_5",16,13,14,18
"ENSG00000160932.10_4",487,768,482,462
"ENSG00000177335.10_2",55,56,51,49
"ENSG00000181638.17_3",151,192,203,194
"ENSG00000250571.6_3",81,133,101,78
"ENSG00000253716.5_5",83,82,75,52
"ENSG00000185730.7_3",62,93,94,91
"ENSG00000272172.1_5",1,3,11,5
"ENSG00000184428.12_2",847,1053,823,669
"ENSG00000254389.3_5",24,30,39,31
"ENSG00000158106.13_3",51,82,101,89
"ENSG00000253931.1_5",53,47,50,69
"ENSG00000254338.1_5",12,16,13,15
"ENSG00000182759.3_2",2,5,2,3
"ENSG00000014164.6_2",327,455,378,367
"ENSG00000254859.1_5",8,8,10,8
"ENSG00000254144.3_5",6,5,2,5
"ENSG00000104518.10_3",284,329,431,406
"ENSG00000204839.8_5",163,223,236,217
"ENSG00000147813.15_2",24,42,32,21
"ENSG00000279605.1_6",7,20,7,3
"ENSG00000104529.17_6",2972,4000,3570,3269
"ENSG00000179886.5_2",23,39,57,43
"ENSG00000104524.13_6",75,99,62,54
"ENSG00000104522.15_3",663,780,962,836
"ENSG00000183309.11_3",544,565,546,463
"ENSG00000181135.15_6",94,106,97,76
"ENSG00000181085.14_2",5,4,1,3
"ENSG00000180921.6_2",1048,1160,1000,1031
"ENSG00000265660.1",5,11,22,4
"ENSG00000203499.11_6",35,37,25,26
"ENSG00000180900.18_3",752,1161,966,763
"ENSG00000179950.13_3",1141,1439,868,785
"ENSG00000185189.17_3",482,578,621,597
"ENSG00000261150.2_2",621,824,448,416
"ENSG00000178209.15_6",2551,3398,2700,2461
"ENSG00000178685.13_5",314,414,425,394
"ENSG00000178719.16_3",1439,1801,2232,2117
"ENSG00000178814.16_3",280,424,361,286
"ENSG00000255224.1_5",10,10,5,10
"ENSG00000178896.8_3",222,262,203,178
"ENSG00000197858.10_2",292,489,472,380
"ENSG00000179091.4_2",978,1462,975,919
"ENSG00000179526.16_2",303,494,462,413
"ENSG00000179632.9_2",1066,1362,1081,1094
"ENSG00000179698.13_2",18,43,54,34
"ENSG00000235173.6_2",10,16,14,13
"ENSG00000179832.17_2",104,124,91,77
"ENSG00000230567.3",6,5,3,8
"ENSG00000170727.7",227,254,102,125
"ENSG00000185122.10_3",916,1093,860,858
"ENSG00000185000.11_1",1232,1402,1816,1957
"ENSG00000271698.1_6",2,3,7,1
"ENSG00000185803.9_4",193,291,250,256
"ENSG00000182325.10_3",90,117,117,91
"ENSG00000173137.11_2",137,161,159,164
"ENSG00000071894.16_3",2007,2447,2391,2267
"ENSG00000147804.9_3",1272,1494,991,996
"ENSG00000160948.13_3",268,304,282,307
"ENSG00000160949.16_2",531,872,350,308
"ENSG00000232600.3_5",1,5,1,6
"ENSG00000187954.12_4",348,437,420,402
"ENSG00000167702.12_3",775,787,528,619
"ENSG00000160973.7_2",8,8,6,5
"ENSG00000160972.9_3",385,569,681,683
"ENSG00000255182.2_6",6,7,9,12
"ENSG00000167701.13_2",39,52,78,59
"ENSG00000167700.8_2",76,136,129,111
"ENSG00000160957.12_3",505,725,315,282
"ENSG00000265393.1_5",10,16,4,13
"ENSG00000160959.7_5",208,241,214,178
"ENSG00000254402.6_3",9,20,22,25
"ENSG00000213563.6_5",153,220,182,143
"ENSG00000147799.11_3",203,189,223,223
"ENSG00000198169.8_2",510,547,564,524
"ENSG00000196378.11_2",78,89,65,46
"ENSG00000161016.17_3",6846,10261,9223,8258
"ENSG00000197363.9_3",4,16,31,16
"ENSG00000147789.15_2",364,392,308,274
"ENSG00000170619.9_3",112,147,123,133
"ENSG00000196150.13_3",98,127,133,108
"ENSG00000170631.14_3",72,99,98,54
"ENSG00000196922.10_4",512,629,459,369
"ENSG00000254618.1_2",1,0,5,2
"ENSG00000255559.1_5",6,11,5,11
"ENSG00000182307.13_3",468,633,414,348
"ENSG00000181404.16_4",38,61,80,48
"ENSG00000170122.5_2",6,10,11,13
"ENSG00000172785.18_3",1460,1468,1059,906
"ENSG00000183784.7_3",4,7,6,4
"ENSG00000107099.15_3",30,29,49,35
"ENSG00000107104.18_3",4176,5556,3761,3295
"ENSG00000235330.2_4",3,3,5,7
"ENSG00000080503.23_5",1343,1565,1187,1128
"ENSG00000236404.9_5",1,1,6,7
"ENSG00000147852.15_2",122,160,342,288
"ENSG00000080608.9_2",2110,2166,1005,926
"ENSG00000080298.15_4",329,344,197,185
"ENSG00000232104.3_4",11,7,10,9
"ENSG00000107249.22_4",35,27,67,56
"ENSG00000106686.16_4",44,63,53,34
"ENSG00000205808.5_2",912,823,1198,1136
"ENSG00000273061.1_4",12,6,12,9
"ENSG00000106993.11_2",436,461,600,566
"ENSG00000147853.16_3",5228,4912,3304,3598
"ENSG00000120158.11_2",326,344,351,305
"ENSG00000096968.13_3",280,226,211,186
"ENSG00000107020.9_3",79,96,38,44
"ENSG00000107036.11_2",949,1056,1143,1096
"ENSG00000099219.13_2",2706,3339,3937,3420
"ENSG00000183354.11_3",812,891,899,947
"ENSG00000120215.9_2",1,5,23,11
"ENSG00000137040.9_3",517,586,451,466
"ENSG00000233846.2_5",8,14,11,5
"ENSG00000147854.16_3",1132,1337,889,817
"ENSG00000178445.9_3",3094,3684,1713,1572
"ENSG00000236924.1_6",20,16,19,18
"ENSG00000232946.1_5",5,3,7,3
"ENSG00000225489.6_6",97,126,103,93
"ENSG00000107077.18_4",992,1140,949,875
"ENSG00000230581.2_4",7,8,1,2
"ENSG00000285688.1_1",8,14,2,9
"ENSG00000230207.1_4",37,55,56,43
"ENSG00000137038.7_5",632,725,440,441
"ENSG00000212695.5_5",1,2,6,2
"ENSG00000212829.8_2",5,3,1,2
"ENSG00000153714.5_2",119,150,220,166
"ENSG00000107186.16_3",1334,1315,987,859
"ENSG00000234740.1_6",5,6,2,5
"ENSG00000147862.16_2",167,174,95,85
"ENSG00000225472.1_5",0,6,2,0
"ENSG00000272871.1_5",8,11,12,7
"ENSG00000175893.11_2",582,502,382,348
"ENSG00000164946.19_2",1976,3207,6317,5560
"ENSG00000214110.3_4",55,105,44,39
"ENSG00000232000.2_4",14,8,7,2
"ENSG00000234297.2_5",19,15,3,9
"ENSG00000155158.20_4",712,940,502,408
"ENSG00000164975.15_2",1044,1060,968,902
"ENSG00000164985.14_2",3802,4351,1373,1170
"ENSG00000164989.16_3",97,112,52,26
"ENSG00000044459.14_3",290,311,278,248
"ENSG00000155876.5_3",1294,1511,710,670
"ENSG00000147874.10_3",1718,1909,719,635
"ENSG00000251733.1",5,5,1,3
"ENSG00000147872.9_3",4728,6221,3624,3271
"ENSG00000232176.1_5",14,21,30,20
"ENSG00000137145.20_3",1235,1290,1145,1084
"ENSG00000272842.1_5",4,3,5,6
"ENSG00000273226.1_5",0,6,1,8
"ENSG00000137154.12_2",13944,17871,13364,12273
"ENSG00000177076.5_2",200,155,126,117
"ENSG00000260912.1_5",58,44,54,50
"ENSG00000171843.15_2",477,424,289,280
"ENSG00000188352.12_4",503,573,335,314
"ENSG00000198642.6_3",692,748,510,476
"ENSG00000229835.2_4",3,7,0,6
"ENSG00000099810.19_4",1657,1702,998,896
"ENSG00000279670.1_6",25,22,9,21
"ENSG00000264801.1_4",4,4,8,9
"ENSG00000147889.17_3",445,363,147,183
"ENSG00000240498.7_5",51,52,55,36
"ENSG00000147883.10_2",617,373,386,401
"ENSG00000176399.3_2",24,27,25,45
"ENSG00000234840.1_5",93,87,71,78
"ENSG00000236739.3_4",3,9,1,3
"ENSG00000224549.1_6",1,4,6,2
"ENSG00000120159.12_4",887,981,549,547
"ENSG00000137055.14_3",752,772,589,527
"ENSG00000096872.16_3",588,500,245,234
"ENSG00000147894.15_3",128,126,94,95
"ENSG00000232060.3_4",11,13,8,11
"ENSG00000215210.3_4",18,19,15,11
"ENSG00000252313.1",1,1,7,2
"ENSG00000122729.18_2",1314,1422,1143,1023
"ENSG00000107201.9_2",550,522,427,340
"ENSG00000197579.7_2",940,1032,645,617
"ENSG00000235453.10_6",41,39,56,49
"ENSG00000165264.6",159,246,154,137
"ENSG00000232303.2_4",8,6,6,7
"ENSG00000137074.18_4",460,513,429,312
"ENSG00000236184.1_4",10,7,6,12
"ENSG00000086061.15_2",6198,6527,3700,3396
"ENSG00000122692.8_3",1692,1841,1163,1110
"ENSG00000086062.12_2",1971,2242,2134,2168
"ENSG00000107262.21_6",412,482,329,338
"ENSG00000086065.13_2",859,841,613,562
"ENSG00000086102.18_2",1483,1631,1323,1230
"ENSG00000165269.12_3",91,100,313,285
"ENSG00000165272.15_3",31,23,67,81
"ENSG00000165271.16_3",712,913,764,739
"ENSG00000226823.1_4",7,3,3,2
"ENSG00000230453.9_2",9,8,5,0
"ENSG00000231991.4_2",18,17,6,17
"ENSG00000237984.3_3",17,15,18,22
"ENSG00000107341.4_2",2550,2750,2050,2099
"ENSG00000137073.21_3",3011,3356,2185,2164
"ENSG00000198876.12_4",887,1104,1015,888
"ENSG00000165006.13_3",1180,1182,1086,1022
"ENSG00000186638.16_3",154,188,77,70
"ENSG00000229207.1_4",11,14,10,22
"ENSG00000164978.17_2",70,101,54,47
"ENSG00000164976.8_3",2325,2856,2954,2844
"ENSG00000164972.12_3",8,12,8,3
"ENSG00000164970.14_2",426,436,306,281
"ENSG00000168913.6_2",4,3,8,2
"ENSG00000164967.9_2",67,88,72,53
"ENSG00000137100.15_3",125,172,148,106
"ENSG00000147955.16_2",2095,2501,2269,2087
"ENSG00000213930.11_3",194,240,428,422
"ENSG00000137070.17_3",18,39,132,130
"ENSG00000215199.3_4",4,2,7,6
"ENSG00000137094.14_4",282,204,131,159
"ENSG00000165280.15_4",4415,5492,3390,3039
"ENSG00000221829.9_4",300,384,114,91
"ENSG00000165282.13_4",409,498,412,380
"ENSG00000234181.1_5",0,5,3,0
"ENSG00000165283.15_2",974,1201,775,624
"ENSG00000005238.19_2",240,223,221,200
"ENSG00000198722.14_5",1038,1226,1140,1018
"ENSG00000179766.19_4",20,9,10,9
"ENSG00000198853.11_3",291,289,349,315
"ENSG00000215187.10_2",20,19,13,14
"ENSG00000107140.15_2",419,471,550,507
"ENSG00000137101.12_2",3,2,4,7
"ENSG00000137078.8_2",23,31,14,14
"ENSG00000269900.3_2",8,8,2,4
"ENSG00000159884.11_4",127,161,157,124
"ENSG00000137135.17_2",355,445,146,138
"ENSG00000107159.12_2",243,448,122,76
"ENSG00000198467.14_4",384,496,477,448
"ENSG00000137076.20_3",4883,5974,4415,4122
"ENSG00000107175.11_3",401,468,383,305
"ENSG00000070610.14_3",956,1146,1112,1010
"ENSG00000107185.9_2",1263,1511,1317,1255
"ENSG00000228843.2_5",3,7,8,11
"ENSG00000227388.2_5",14,25,14,14
"ENSG00000159899.14_2",102,150,138,134
"ENSG00000137098.13_4",4,3,11,5
"ENSG00000137133.10_3",36,46,36,26
"ENSG00000137103.19_5",235,247,185,224
"ENSG00000196196.2_2",14,13,12,9
"ENSG00000213866.3_4",146,160,68,92
"ENSG00000122707.11_2",190,206,419,379
"ENSG00000122694.15_2",153,120,25,30
"ENSG00000122705.16_3",2192,2442,1636,1571
"ENSG00000159921.15_3",954,1173,1151,1148
"ENSG00000137075.17_3",1609,1354,1266,1333
"ENSG00000165304.7_3",1017,1144,217,197
"ENSG00000281649.1_4",1117,1239,1007,853
"ENSG00000147905.17_2",431,453,329,284
"ENSG00000137106.17_3",1080,1230,1278,1295
"ENSG00000168795.4_2",578,630,680,691
"ENSG00000137054.15_2",359,402,253,205
"ENSG00000234160.1_5",41,55,29,23
"ENSG00000147912.12_3",72,83,114,123
"ENSG00000175768.12_3",222,299,229,176
"ENSG00000233111.1_2",22,24,10,11
"ENSG00000165275.9_2",103,138,93,98
"ENSG00000107371.12_3",401,404,236,203
"ENSG00000122741.15_4",487,475,423,369
"ENSG00000232454.2_5",12,6,7,8
"ENSG00000122696.13_3",173,185,132,135
"ENSG00000213839.4_4",30,25,16,23
"ENSG00000107338.9_3",499,574,373,396
"ENSG00000137124.7_3",2683,3111,3079,2971
"ENSG00000283162.1_5",18,34,34,27
"ENSG00000215165.3_4",5,0,1,1
"ENSG00000283486.2_5",118,143,101,82
"ENSG00000225345.3_4",81,96,72,61
"ENSG00000180071.19_3",566,597,287,259
"ENSG00000204860.4_4",78,96,56,44
"ENSG00000106714.17_3",10,21,16,8
"ENSG00000227921.1",35,32,33,40
"ENSG00000185020.5",9,26,16,13
"ENSG00000215142.4",4,16,13,7
"ENSG00000274349.4_2",50,35,51,37
"ENSG00000278175.3_2",2,3,7,1
"ENSG00000240240.8_6",0,1,8,1
"ENSG00000215126.6",2,4,8,13
"ENSG00000184906.11_6",6,5,2,3
"ENSG00000154529.10",13,10,7,10
"ENSG00000170165.5_5",27,16,14,7
"ENSG00000236816.2_2",37,31,20,24
"ENSG00000224537.1_4",2,1,5,7
"ENSG00000279561.2_5",21,24,11,8
"ENSG00000232116.2",1,6,5,1
"ENSG00000204807.1",18,14,7,11
"ENSG00000237198.2",5,3,3,1
"ENSG00000236029.4",5,2,1,1
"ENSG00000237792.3",23,17,15,21
"ENSG00000237869.2",6,6,7,6
"ENSG00000238113.6_4",257,235,185,175
"ENSG00000202474.1",30,30,15,16
"ENSG00000229422.2_5",4,11,5,0
"ENSG00000170161.6_5",5,0,0,1
"ENSG00000227318.4",1,6,7,1
"ENSG00000228991.2",18,13,4,2
"ENSG00000198312.4_4",5,4,4,4
"ENSG00000182021.10_6",45,30,18,25
"ENSG00000237238.3_4",97,79,65,64
"ENSG00000186466.5_3",21,42,21,21
"ENSG00000228522.2_5",10,16,7,6
"ENSG00000232833.4",6,9,7,8
"ENSG00000236233.3",19,25,24,19
"ENSG00000225411.3_5",4,4,2,6
"ENSG00000232815.1_2",6,4,2,3
"ENSG00000266017.1",7,3,6,6
"ENSG00000215548.2_2",139,122,95,101
"ENSG00000229789.1",55,68,49,39
"ENSG00000233961.1",24,22,14,16
"ENSG00000280077.1_6",5,6,7,13
"ENSG00000204790.8",69,85,101,62
"ENSG00000181997.8_2",8,5,5,3
"ENSG00000156755.10_2",11,12,8,7
"ENSG00000239028.1",3,7,4,0
"ENSG00000271225.1_2",51,22,15,11
"ENSG00000197550.3_5",1,4,3,9
"ENSG00000204778.4_4",14,7,13,11
"ENSG00000147996.12",388,383,263,288
"ENSG00000269337.1",3,5,3,3
"ENSG00000196873.15_4",69,93,96,90
"ENSG00000107242.17_5",539,643,401,382
"ENSG00000187866.8_3",503,481,440,419
"ENSG00000165060.12_5",604,663,512,417
"ENSG00000119139.19_5",6919,7853,2756,2540
"ENSG00000188647.12_3",1708,1788,1769,1637
"ENSG00000204706.14_5",23,24,25,18
"ENSG00000165072.9_3",0,0,7,4
"ENSG00000268364.1_5",34,29,34,27
"ENSG00000236801.1_4",5,7,0,5
"ENSG00000198887.8_3",2260,2372,1413,1234
"ENSG00000119138.4_2",593,630,614,581
"ENSG00000135048.13_6",8158,8431,9694,8425
"ENSG00000107362.13_3",226,230,225,206
"ENSG00000155621.14_3",313,344,314,294
"ENSG00000236060.2_4",3,13,5,12
"ENSG00000119125.16_2",96,130,74,75
"ENSG00000235523.1_5",0,0,3,6
"ENSG00000107372.12_2",1511,1542,1383,1248
"ENSG00000236849.5_4",5,2,2,1
"ENSG00000165092.12_3",5478,4982,3155,3015
"ENSG00000135046.13_3",16,12,13,23
"ENSG00000119121.21_3",5,5,2,1
"ENSG00000135045.6_2",255,344,133,103
"ENSG00000156017.12_3",786,874,631,559
"ENSG00000229587.2_6",4,8,4,6
"ENSG00000106733.20_2",95,80,143,132
"ENSG00000134996.11_2",716,776,464,395
"ENSG00000099139.13_3",57,70,50,69
"ENSG00000135002.11_3",608,618,469,461
"ENSG00000234618.1_4",11,9,6,10
"ENSG00000187210.13_4",38,59,15,18
"ENSG00000241781.2",150,289,315,245
"ENSG00000197969.12_4",2671,2919,3287,3057
"ENSG00000156052.10_2",1263,1284,1207,1048
"ENSG00000148019.13_3",922,1070,383,315
"ENSG00000135069.13_2",3252,3342,2677,2585
"ENSG00000186940.6_5",3,5,5,3
"ENSG00000106829.18_3",122,72,124,165
"ENSG00000196781.14_3",1629,1823,1830,1765
"ENSG00000230360.1_4",5,8,1,1
"ENSG00000172159.15_2",362,382,189,166
"ENSG00000237529.2_5",1,0,2,5
"ENSG00000148057.15_3",58,57,75,71
"ENSG00000135018.13_3",3344,3818,2336,2039
"ENSG00000254473.1_5",16,14,20,8
"ENSG00000165113.12_3",153,190,136,137
"ENSG00000165115.14_2",221,228,171,170
"ENSG00000165118.14_2",583,722,434,403
"ENSG00000165119.20_3",11987,13696,7239,6400
"ENSG00000178966.16_3",302,329,135,120
"ENSG00000135049.15_4",689,731,457,388
"ENSG00000230303.5_5",10,16,13,13
"ENSG00000165121.11_6",93,97,96,100
"ENSG00000231741.2_5",1,0,2,5
"ENSG00000135040.15_2",919,1054,729,676
"ENSG00000135052.16_4",278,191,46,35
"ENSG00000187753.13_3",7,7,2,2
"ENSG00000135070.14_5",659,734,623,540
"ENSG00000083223.17_3",1614,1691,1356,1262
"ENSG00000231007.5_4",13,4,1,1
"ENSG00000196730.12_3",1219,1353,993,967
"ENSG00000219928.2_5",10,7,9,20
"ENSG00000135047.14_2",1532,1753,1581,1332
"ENSG00000217716.3_2",18,28,26,33
"ENSG00000106723.16_2",2256,2059,1684,1553
"ENSG00000227638.2_4",14,47,8,6
"ENSG00000148082.9_3",52,50,59,55
"ENSG00000224945.1_6",26,16,23,18
"ENSG00000123975.4_2",1158,1157,358,339
"ENSG00000187742.14_3",1177,1431,1190,1104
"ENSG00000187764.11_4",5,12,10,7
"ENSG00000231799.2_4",2,7,4,1
"ENSG00000230537.1_5",9,7,6,12
"ENSG00000273381.1_5",13,6,10,11
"ENSG00000148090.11_2",683,659,577,524
"ENSG00000165030.3_2",1538,1857,1263,1088
"ENSG00000233081.1_5",0,6,0,1
"ENSG00000090054.14_3",2232,2559,1704,1450
"ENSG00000234537.1_5",9,4,5,4
"ENSG00000196305.17_3",3917,4550,3581,3310
"ENSG00000239183.1",5,3,0,2
"ENSG00000198000.11_5",1410,1622,845,651
"ENSG00000188312.13_2",152,171,53,44
"ENSG00000106823.12_3",6,0,103,93
"ENSG00000127080.9_2",262,277,280,246
"ENSG00000185963.13_2",935,1145,560,469
"ENSG00000187984.12_4",5,3,2,2
"ENSG00000226721.2_4",4,6,5,11
"ENSG00000275318.1_5",8,12,6,1
"ENSG00000127081.13_2",95,105,63,81
"ENSG00000127084.18_3",30,40,77,58
"ENSG00000157303.10_3",12,14,19,4
"ENSG00000165233.17_2",128,138,98,106
"ENSG00000131669.9_2",1058,1347,1368,1249
"ENSG00000165238.16_4",2246,2663,1919,1944
"ENSG00000188938.16_5",916,1026,650,643
"ENSG00000048828.16_3",4725,4493,3014,3338
"ENSG00000197724.10_3",693,820,826,674
"ENSG00000158079.15_4",298,256,157,139
"ENSG00000227666.1_4",14,22,8,10
"ENSG00000269929.1_6",24,45,47,45
"ENSG00000175787.16_2",65,77,62,51
"ENSG00000282886.1_5",22,20,7,3
"ENSG00000148110.15_3",1469,1384,770,724
"ENSG00000231806.3_4",170,152,341,312
"ENSG00000165140.10_3",8,8,8,3
"ENSG00000148120.16_1",224,235,186,143
"ENSG00000236095.1_6",21,23,26,12
"ENSG00000158169.13_5",246,335,240,168
"ENSG00000230221.2_5",4,7,2,5
"ENSG00000185920.15_5",349,406,403,357
"ENSG00000271155.1_5",13,17,25,17
"ENSG00000271659.1_5",10,16,18,12
"ENSG00000175611.11_3",26,24,36,32
"ENSG00000268926.3_5",18,24,17,27
"ENSG00000182150.15_4",608,634,322,248
"ENSG00000224546.2_4",71,106,61,46
"ENSG00000232283.1_5",3,1,7,2
"ENSG00000130958.12_3",445,526,694,658
"ENSG00000165244.6_2",288,266,87,74
"ENSG00000238251.2_5",10,12,10,5
"ENSG00000130956.13_3",672,804,597,544
"ENSG00000081377.16_3",819,984,799,712
"ENSG00000158122.11_3",274,292,241,225
"ENSG00000081386.12_2",361,409,371,317
"ENSG00000196597.11_2",133,149,126,118
"ENSG00000196312.13_4",396,385,366,379
"ENSG00000136943.10_2",203,258,61,40
"ENSG00000277103.1_5",8,10,14,8
"ENSG00000159712.10_4",34,23,27,18
"ENSG00000242375.1_6",2,1,8,2
"ENSG00000188801.9_4",5,4,2,3
"ENSG00000203279.3_6",57,54,39,41
"ENSG00000254876.5_6",18,19,10,11
"ENSG00000255036.6_6",3,0,6,0
