"Geneid","NT_shRNA_hepg2_rep1","NT_shRNA_hepg2_rep2","TARDBP_shRNA_hepg2_rep1","TARDBP_shRNA_hepg2_rep2"
"ENSG00000232859.9_3",14,8,16,12
"ENSG00000087095.12_2",708,651,554,619
"ENSG00000266306.1_5",5,2,0,1
"ENSG00000109084.13_2",3152,3486,4175,4100
"ENSG00000109083.13_4",174,177,210,179
"ENSG00000109079.9_2",1423,1471,1495,1492
"ENSG00000004142.11_2",1629,1943,1253,1274
"ENSG00000244045.12_3",228,312,257,272
"ENSG00000004139.13_3",19,18,20,32
"ENSG00000109072.13_3",1012,1549,7384,6354
"ENSG00000076351.12_4",764,899,1350,1243
"ENSG00000265254.1_5",15,33,27,13
"ENSG00000258472.8_6",109,110,53,49
"ENSG00000263266.2_2",136,119,94,123
"ENSG00000007216.14_3",5,3,12,5
"ENSG00000109101.7_2",2,2,6,5
"ENSG00000109103.11_3",245,357,373,321
"ENSG00000087111.20_3",1212,1309,1972,1834
"ENSG00000109107.13_3",385,644,473,431
"ENSG00000076382.16_4",1106,1375,177,149
"ENSG00000264608.1_6",6,10,0,1
"ENSG00000167524.14_3",210,254,119,119
"ENSG00000007202.14_3",4234,4774,3856,3393
"ENSG00000132581.9_3",402,472,463,413
"ENSG00000109111.14_3",6569,7001,5757,5584
"ENSG00000167525.13_4",20,37,15,11
"ENSG00000109113.19_5",2,0,5,0
"ENSG00000198242.13_2",9498,10936,8598,8527
"ENSG00000264577.1_5",0,7,1,0
"ENSG00000238578.1",12,9,10,12
"ENSG00000160606.10_3",92,112,134,118
"ENSG00000160602.13_4",175,199,167,149
"ENSG00000076604.14_3",1130,1191,1141,1187
"ENSG00000173065.13_5",1890,1784,1505,1634
"ENSG00000132591.11_2",960,1156,681,709
"ENSG00000132589.15_2",1838,1999,1263,1130
"ENSG00000167536.13_2",146,212,159,147
"ENSG00000109118.13_3",2022,1981,1810,1686
"ENSG00000179761.11_3",2236,2788,3307,3350
"ENSG00000263781.3_5",6,5,8,3
"ENSG00000196535.16_5",2401,2990,2385,2094
"ENSG00000221995.5_3",70,74,65,92
"ENSG00000178082.6_4",7,16,6,13
"ENSG00000108256.8_2",3972,4094,2911,2976
"ENSG00000264808.1_5",12,23,9,20
"ENSG00000160551.11_5",3669,3761,3032,2746
"ENSG00000168792.4_2",174,171,222,215
"ENSG00000167543.15_6",213,284,264,251
"ENSG00000264290.1_6",3,3,10,8
"ENSG00000108262.15_4",1079,1215,1021,1162
"ENSG00000198720.12_3",175,188,146,157
"ENSG00000167549.18_4",30,39,21,14
"ENSG00000141298.18_4",676,735,621,605
"ENSG00000126653.17_5",1185,1229,737,699
"ENSG00000108576.9_2",145,208,485,429
"ENSG00000108578.14_2",1229,1369,888,795
"ENSG00000108582.11_4",6289,7512,9241,8417
"ENSG00000108587.15_3",1566,1738,1351,1347
"ENSG00000266733.6_4",1,2,2,7
"ENSG00000214719.11_4",27,34,29,35
"ENSG00000248121.8_2",9,23,22,14
"ENSG00000264943.1_4",4,6,7,13
"ENSG00000250462.8_2",294,470,416,386
"ENSG00000264538.6_4",203,229,177,157
"ENSG00000263603.1_6",4,10,6,2
"ENSG00000280069.1_6",11,18,20,17
"ENSG00000176390.11_3",279,304,153,183
"ENSG00000266490.1_5",23,30,39,26
"ENSG00000176208.8_2",497,559,160,137
"ENSG00000172171.10_3",112,138,66,92
"ENSG00000275185.1_5",6,8,3,1
"ENSG00000184060.10_4",20,36,12,8
"ENSG00000196712.17_5",3076,3089,2317,2196
"ENSG00000263535.2_4",47,45,33,61
"ENSG00000131242.17_3",1830,2209,2603,2241
"ENSG00000172301.10_3",407,452,223,241
"ENSG00000108651.9_2",1094,1264,666,586
"ENSG00000178691.10_3",1963,2073,1368,1323
"ENSG00000185158.12_5",263,221,176,144
"ENSG00000266777.1_4",17,21,16,17
"ENSG00000278867.1_6",13,13,16,9
"ENSG00000265574.1_4",3,5,5,1
"ENSG00000214708.4_6",3,5,7,1
"ENSG00000126858.17_4",777,747,726,649
"ENSG00000280033.1_6",5,4,5,6
"ENSG00000108666.9_5",383,436,305,296
"ENSG00000010244.18_4",4455,4502,2998,3089
"ENSG00000278668.1_5",4,3,3,6
"ENSG00000108671.10_4",3369,3551,1850,1660
"ENSG00000176749.8_3",110,138,163,134
"ENSG00000176658.16_3",1213,1461,1057,1003
"ENSG00000280245.1_6",5,1,2,5
"ENSG00000265222.1_6",1,5,2,0
"ENSG00000006042.11_4",1144,1320,988,910
"ENSG00000226049.3_4",39,46,22,27
"ENSG00000132141.13_3",9,11,9,2
"ENSG00000198783.5_2",474,539,255,264
"ENSG00000005156.11_5",1423,1614,966,828
"ENSG00000092871.16_3",1110,1205,946,967
"ENSG00000185379.20_4",206,219,186,193
"ENSG00000073536.17_2",306,400,273,235
"ENSG00000166750.9_2",76,70,88,82
"ENSG00000267321.2_4",47,40,40,32
"ENSG00000108733.9_3",238,238,159,171
"ENSG00000006125.17_5",3241,3768,2849,2682
"ENSG00000270647.5_3",4255,4290,2395,2166
"ENSG00000270885.1_2",488,598,646,614
"ENSG00000271503.5_2",11,10,11,10
"ENSG00000275152.4_2",54,74,105,82
"ENSG00000276409.4_3",19,26,30,42
"ENSG00000275688.4_2",4,2,6,1
"ENSG00000275718.1_4",130,179,237,222
"ENSG00000275944.1_5",51,69,102,81
"ENSG00000278690.1_5",4,6,12,9
"ENSG00000273611.4_3",276,292,235,201
"ENSG00000278259.4_3",1275,1687,1267,1116
"ENSG00000277161.1_4",347,455,181,171
"ENSG00000278311.4_4",1582,1612,1185,1193
"ENSG00000278535.4_4",297,471,525,464
"ENSG00000278619.4_2",127,201,59,77
"ENSG00000275700.4_3",1754,1914,768,732
"ENSG00000277589.1_5",5,1,1,2
"ENSG00000278540.4_4",2968,3426,2660,2473
"ENSG00000276234.4_5",269,303,232,211
"ENSG00000276023.4_2",453,530,321,286
"ENSG00000275066.4_6",1027,1090,1011,953
"ENSG00000278053.4_2",1014,1041,757,610
"ENSG00000275410.4_3",361,475,348,340
"ENSG00000259549.1",4,7,10,3
"ENSG00000197681.8",1,4,2,10
"ENSG00000274487.2_5",26,42,48,45
"ENSG00000278845.4_2",1670,2015,1191,1023
"ENSG00000274211.4_3",866,1013,854,784
"ENSG00000275832.4_2",64,74,14,9
"ENSG00000277363.4_5",205,299,669,668
"ENSG00000273604.1_2",1320,1947,967,774
"ENSG00000277969.1_5",29,37,48,38
"ENSG00000275532.1_5",5,2,4,6
"ENSG00000275023.4_4",4772,5687,4146,3630
"ENSG00000277972.1_2",399,500,386,407
"ENSG00000277258.4_2",2734,3263,3164,3086
"ENSG00000277182.1_5",25,35,11,12
"ENSG00000277791.4_2",998,1158,520,510
"ENSG00000276293.4_4",1925,2275,2055,1945
"ENSG00000273559.4_2",595,709,464,388
"ENSG00000125691.12_3",9533,11848,10971,9402
"ENSG00000002834.17_3",8078,9477,7135,6797
"ENSG00000263874.2_5",5,5,8,10
"ENSG00000067191.15_3",92,106,64,59
"ENSG00000108298.11_4",9623,11613,9210,8899
"ENSG00000108306.12_5",929,920,909,873
"ENSG00000266469.1_5",13,10,20,20
"ENSG00000125686.11_3",4202,4499,2719,2461
"ENSG00000167258.13_3",6584,7128,4989,4734
"ENSG00000273576.1_5",7,12,28,24
"ENSG00000131771.13_2",5,2,0,0
"ENSG00000131748.15_3",536,623,674,639
"ENSG00000173991.5_2",18,15,17,27
"ENSG00000161395.13_3",112,135,153,166
"ENSG00000141736.13_3",2807,3528,2388,2128
"ENSG00000141741.11_2",241,304,290,292
"ENSG00000141738.13_3",758,1229,845,744
"ENSG00000073605.18_4",324,423,343,323
"ENSG00000172057.9_3",2298,2649,2748,2436
"ENSG00000264968.1_5",8,7,10,8
"ENSG00000108344.14_2",2663,3182,1859,1741
"ENSG00000265799.1_5",19,8,2,7
"ENSG00000108342.12_2",8,6,6,5
"ENSG00000008838.19_4",1935,2275,1680,1541
"ENSG00000238793.1",6,2,6,5
"ENSG00000126351.12_2",799,962,706,701
"ENSG00000126368.5_2",435,405,495,480
"ENSG00000279199.1_5",3,0,3,5
"ENSG00000188895.11_5",2820,3482,2327,2059
"ENSG00000108349.16_3",3870,4178,2985,2772
"ENSG00000108352.12_5",200,227,141,126
"ENSG00000171475.13_3",2428,2535,2217,2102
"ENSG00000094804.10_3",1931,2157,536,464
"ENSG00000131759.17_4",694,795,748,764
"ENSG00000265666.1_5",8,15,16,17
"ENSG00000266208.1_5",202,246,231,213
"ENSG00000131747.14_3",11816,15007,2538,2195
"ENSG00000222881.1",9,11,0,1
"ENSG00000141753.6_2",3249,2980,1052,1139
"ENSG00000279806.1_5",74,63,2,2
"ENSG00000131746.12_2",1723,1254,85,109
"ENSG00000266088.5_5",16,13,1,1
"ENSG00000126353.3_3",23,14,6,2
"ENSG00000073584.19_5",405,358,324,293
"ENSG00000278834.1_5",28,51,70,51
"ENSG00000186395.7_3",187,250,230,177
"ENSG00000167920.8_5",130,127,145,169
"ENSG00000171431.3_2",30,17,2,1
"ENSG00000108244.16_3",1051,959,446,422
"ENSG00000212901.3_2",60,44,62,64
"ENSG00000212724.3_2",10,7,8,9
"ENSG00000234859.5_4",16,27,2,4
"ENSG00000108417.3_2",5,3,0,2
"ENSG00000171346.15_3",50,43,40,48
"ENSG00000171345.13_2",10947,9263,4017,4260
"ENSG00000128422.16_4",13,17,4,2
"ENSG00000173812.10_2",3345,4003,3460,3382
"ENSG00000173805.15_5",18,14,15,9
"ENSG00000173801.16_3",2181,2438,1730,1684
"ENSG00000141696.12_5",1334,1537,2473,2122
"ENSG00000141756.18_4",5480,7634,12460,11291
"ENSG00000141698.16_2",797,943,984,917
"ENSG00000259623.1_5",201,226,116,108
"ENSG00000178502.5_2",126,142,94,76
"ENSG00000131473.16_3",9383,11704,9794,8917
"ENSG00000204815.9_3",13,21,20,23
"ENSG00000173786.16_5",3257,4341,2476,2037
"ENSG00000168259.14_4",4145,4446,2339,2279
"ENSG00000168256.17_3",998,1077,1557,1427
"ENSG00000187595.16_4",214,207,101,91
"ENSG00000267221.2_6",20,23,24,14
"ENSG00000108771.12_3",102,96,135,130
"ENSG00000108773.10_3",1559,1777,1695,1644
"ENSG00000108774.14_3",2190,2078,1587,1898
"ENSG00000089558.8_5",8,3,8,8
"ENSG00000167925.15_3",201,295,217,203
"ENSG00000173757.9_3",871,1014,942,908
"ENSG00000236194.3_6",10,11,10,14
"ENSG00000278829.1_5",5,16,6,10
"ENSG00000126561.16_2",71,78,124,123
"ENSG00000168610.14_4",3966,4285,3451,2990
"ENSG00000177469.12_5",1323,1532,461,442
"ENSG00000033627.16_4",1672,1809,2022,2019
"ENSG00000267632.1_6",48,46,96,51
"ENSG00000267185.1_4",6,6,24,13
"ENSG00000108784.9_3",514,611,942,869
"ENSG00000108786.10_3",16,11,21,11
"ENSG00000266962.2_5",301,437,367,337
"ENSG00000068120.14_4",2778,3346,3074,3067
"ENSG00000108788.11_2",914,1037,960,922
"ENSG00000131470.14_2",507,563,136,144
"ENSG00000141699.10_6",762,943,982,864
"ENSG00000131462.7_2",4004,5141,3302,3237
"ENSG00000037042.8_2",951,1077,1204,1167
"ENSG00000068137.14_2",179,245,285,242
"ENSG00000184451.5_3",8,13,17,9
"ENSG00000108797.11_2",556,641,840,842
"ENSG00000267765.1_6",3,2,1,5
"ENSG00000108799.12_2",529,525,402,359
"ENSG00000214578.5_2",2,1,14,5
"ENSG00000197291.8_4",32,27,129,128
"ENSG00000131477.10_3",42,50,76,65
"ENSG00000131475.6_2",1000,1227,937,928
"ENSG00000126562.16_2",718,984,1863,1854
"ENSG00000183978.7_4",494,535,411,375
"ENSG00000176563.9_3",1,1,5,1
"ENSG00000126581.12_3",2012,2193,1908,1685
"ENSG00000131467.10_4",5042,5040,3237,3331
"ENSG00000131480.8_2",54,77,70,86
"ENSG00000131471.6_3",657,902,922,875
"ENSG00000260105.6_4",21,39,113,85
"ENSG00000131482.9_2",78,315,2917,2651
"ENSG00000266967.6_3",33,33,54,20
"ENSG00000267060.5_4",31,24,9,7
"ENSG00000198863.7_3",426,554,459,380
"ENSG00000131469.14_4",5254,6257,5705,5568
"ENSG00000068079.7_2",179,185,189,149
"ENSG00000108828.15_3",5417,5996,4247,4399
"ENSG00000012048.21_4",1845,1983,366,320
"ENSG00000198496.11_3",178,212,205,228
"ENSG00000267681.1_5",3,5,2,2
"ENSG00000267002.3_6",688,885,1068,1170
"ENSG00000267595.1_5",12,14,11,13
"ENSG00000267340.1_5",47,48,38,33
"ENSG00000188554.13_2",3906,4591,3891,3486
"ENSG00000184988.8_3",683,733,888,800
"ENSG00000279602.1_5",47,53,27,19
"ENSG00000188825.13_4",17,13,8,9
"ENSG00000175906.4_2",77,117,148,124
"ENSG00000267151.5_5",4,2,6,8
"ENSG00000067596.11_4",1409,1697,1339,1161
"ENSG00000175832.12_3",5018,6617,5232,5109
"ENSG00000108861.8_2",1768,2124,2952,2562
"ENSG00000161647.18_3",84,92,50,52
"ENSG00000108852.14_4",38,44,9,16
"ENSG00000161653.10_2",28,33,38,27
"ENSG00000091947.9_2",396,443,511,399
"ENSG00000221044.1",2,2,6,5
"ENSG00000161654.9_2",1434,1374,925,949
"ENSG00000141349.8_2",1051,1365,958,923
"ENSG00000108840.15_4",672,878,986,896
"ENSG00000125319.14_2",183,236,80,87
"ENSG00000267080.5_5",285,340,273,235
"ENSG00000168591.15_4",604,769,774,638
"ENSG00000087152.15_2",932,1195,997,851
"ENSG00000108312.14_3",3015,3318,2002,1818
"ENSG00000260793.2_5",60,45,34,27
"ENSG00000267750.5_5",27,25,6,11
"ENSG00000108309.13_3",11,14,26,24
"ENSG00000013306.15_3",1694,2169,2717,2552
"ENSG00000030582.17_3",3561,4590,6516,6144
"ENSG00000161682.14_2",93,137,108,83
"ENSG00000005961.18_4",7,17,8,8
"ENSG00000186566.12_3",3416,3718,3405,3449
"ENSG00000180340.6_2",15,13,5,3
"ENSG00000180336.17_5",13,26,8,16
"ENSG00000180329.13_4",1976,2194,1512,1272
"ENSG00000267160.1_6",28,22,22,27
"ENSG00000279879.1_6",10,7,1,10
"ENSG00000161692.17_2",694,892,321,294
"ENSG00000073670.13_3",22,25,20,31
"ENSG00000182963.9_3",285,248,91,82
"ENSG00000108883.12_2",3635,3991,2169,1991
"ENSG00000186185.13_2",1139,1449,416,396
"ENSG00000172992.11_2",626,689,465,524
"ENSG00000136448.11_4",5134,5783,3494,3279
"ENSG00000161714.11_3",757,721,555,566
"ENSG00000181513.14_4",401,462,377,374
"ENSG00000276728.1_5",22,21,30,24
"ENSG00000186834.3_2",2082,2253,1270,1266
"ENSG00000224505.2_5",6,10,13,12
"ENSG00000168517.10_3",360,441,301,303
"ENSG00000267288.2_5",15,14,13,25
"ENSG00000267121.5_5",4,8,0,2
"ENSG00000184922.13_4",146,106,62,52
"ENSG00000233175.2_6",3,6,2,7
"ENSG00000233483.3_5",6,1,1,0
"ENSG00000267278.5_5",17,12,12,9
"ENSG00000006062.15_3",109,116,108,88
"ENSG00000159314.11_3",555,601,552,472
"ENSG00000225190.10_3",364,422,462,366
"ENSG00000214425.7_5",535,595,417,411
"ENSG00000267198.1_5",5,3,2,3
"ENSG00000267246.1_6",9,7,5,8
"ENSG00000264070.1_4",7,7,4,8
"ENSG00000280022.1_5",1,4,2,6
"ENSG00000263503.1_4",6,0,0,5
"ENSG00000204650.14_5",279,359,238,204
"ENSG00000186868.15_3",166,206,193,167
"ENSG00000262881.1_5",1,2,47,35
"ENSG00000120071.14_5",1777,1973,1584,1520
"ENSG00000214401.4_5",11,5,8,18
"ENSG00000261575.2_5",7,11,5,5
"ENSG00000228696.8_3",62,78,57,57
"ENSG00000176681.14_2",16,23,13,5
"ENSG00000260075.1_4",5,2,6,6
"ENSG00000238083.7_2",131,162,143,114
"ENSG00000185829.17_4",106,99,69,71
"ENSG00000073969.18_3",1348,1358,823,828
"ENSG00000213326.4_4",42,39,38,38
"ENSG00000108379.9_2",281,357,310,328
"ENSG00000108433.16_3",1027,1114,1065,963
"ENSG00000263142.5_4",2,7,7,6
"ENSG00000262879.5_5",445,476,425,403
"ENSG00000004897.11_4",5564,5746,3172,2837
"ENSG00000262265.2_6",4,7,2,1
"ENSG00000198336.9_2",0,1,9,6
"ENSG00000259207.7_3",4,7,2,4
"ENSG00000263293.2_5",4,6,3,0
"ENSG00000178852.15_5",7,9,5,7
"ENSG00000253347.1_5",17,24,14,18
"ENSG00000228782.7_4",82,94,59,70
"ENSG00000141279.15_5",2915,3093,2978,2834
"ENSG00000263766.5_5",17,17,8,8
"ENSG00000108424.9_4",12866,14455,5518,5031
"ENSG00000198933.9_4",345,430,522,486
"ENSG00000006025.11_3",217,213,216,194
"ENSG00000159111.12_2",900,1356,1077,883
"ENSG00000141294.9_2",25,24,6,10
"ENSG00000141295.13_2",157,240,200,197
"ENSG00000264920.1_5",47,41,31,26
"ENSG00000167182.14_5",1185,1243,1003,1120
"ENSG00000234494.7_6",42,52,47,32
"ENSG00000108439.10_6",1531,1590,1868,1870
"ENSG00000167183.2_2",22,16,27,27
"ENSG00000108465.14_3",493,650,762,633
"ENSG00000005243.9_3",2,4,5,3
"ENSG00000263412.1_5",2,1,11,0
"ENSG00000082641.15_5",7179,9147,6957,6319
"ENSG00000108468.14_3",3062,3389,1529,1444
"ENSG00000002919.14_2",130,159,114,99
"ENSG00000182742.5_3",0,0,6,4
"ENSG00000260027.4_4",5,2,4,3
"ENSG00000170689.9_3",0,0,16,16
"ENSG00000170703.15_2",4,5,7,8
"ENSG00000136436.14_6",1651,1876,1770,1786
"ENSG00000159199.13_4",633,732,529,518
"ENSG00000159202.17_2",2820,2978,2733,2597
"ENSG00000159210.9_5",1798,1784,945,884
"ENSG00000230532.1_4",18,24,32,21
"ENSG00000159224.4_2",17,26,7,11
"ENSG00000250838.1_5",13,2,3,4
"ENSG00000159217.9_3",11841,12370,5099,5095
"ENSG00000252636.1",3,6,4,4
"ENSG00000251550.1_5",12,9,4,8
"ENSG00000167080.8_2",6,1,13,9
"ENSG00000173868.11_2",9,2,2,3
"ENSG00000198740.8_3",975,1052,781,830
"ENSG00000167085.11_4",4254,4765,3633,3326
"ENSG00000250186.3_6",0,5,0,0
"ENSG00000229944.3_4",26,31,21,19
"ENSG00000064300.8_3",837,707,53,65
"ENSG00000182575.7_3",28,31,9,12
"ENSG00000121067.17_5",1125,1284,826,847
"ENSG00000121073.14_3",635,678,639,594
"ENSG00000121104.7_4",570,693,768,698
"ENSG00000136504.11_4",1320,1423,948,869
"ENSG00000204584.1_5",9,8,2,1
"ENSG00000108813.10_3",135,149,105,130
"ENSG00000064195.7_2",38,25,5,2
"ENSG00000005884.17_2",459,363,119,144
"ENSG00000005882.11_4",950,961,860,967
"ENSG00000275025.1_5",47,36,43,55
"ENSG00000250282.1_5",21,26,35,34
"ENSG00000167100.14_5",17,21,6,6
"ENSG00000108819.10_2",1853,1890,1368,1293
"ENSG00000261959.1_5",2,6,3,0
"ENSG00000188662.6_3",5,7,1,4
"ENSG00000108821.13_3",1023,506,57,105
"ENSG00000249406.2_5",5,2,1,0
"ENSG00000167105.7_2",23,13,4,2
"ENSG00000015532.9_2",667,902,684,634
"ENSG00000108826.15_2",541,587,394,364
"ENSG00000154920.14_4",495,582,155,133
"ENSG00000108829.9_3",4669,5823,3644,3129
"ENSG00000253102.1_5",8,8,1,8
"ENSG00000167107.12_3",1341,1560,1647,1520
"ENSG00000136457.9_2",2,6,21,14
"ENSG00000275897.1_5",10,13,9,7
"ENSG00000136444.9_3",416,444,667,490
"ENSG00000136449.13_4",17,23,13,4
"ENSG00000049283.17_4",92,81,35,38
"ENSG00000250286.1_5",14,6,5,9
"ENSG00000006282.20_4",1505,1654,1410,1257
"ENSG00000006283.17_3",4,6,7,4
"ENSG00000108846.15_2",2001,2029,1705,1651
"ENSG00000154945.6_2",2841,2642,2330,2444
"ENSG00000108848.15_5",9271,10441,6583,6014
"ENSG00000278963.1_6",7,2,7,5
"ENSG00000173714.7_3",5,12,5,5
"ENSG00000141232.4_3",3899,3847,3419,3567
"ENSG00000229980.4_4",19,18,23,19
"ENSG00000247011.2_5",10,13,12,15
"ENSG00000008294.20_3",2677,2990,2187,1975
"ENSG00000239672.7_3",1700,1727,885,1037
"ENSG00000243678.11_3",41,49,44,49
"ENSG00000011258.15_3",1234,1381,1116,1090
"ENSG00000279089.1_6",60,45,63,50
"ENSG00000011260.13_2",592,804,428,326
"ENSG00000187504.6_2",34,33,27,32
"ENSG00000262902.1_4",1582,1673,1769,2629
"ENSG00000233380.1_4",9,10,10,12
"ENSG00000141198.15_5",1149,1173,907,870
"ENSG00000166260.11_5",1073,1282,1176,1099
"ENSG00000279059.1_6",357,370,373,398
"ENSG00000166263.13_4",931,953,1077,1053
"ENSG00000108924.13_3",9320,11006,11403,10677
"ENSG00000263096.1_5",9,11,16,26
"ENSG00000108960.8_3",3652,4004,3161,2844
"ENSG00000141179.13_2",1081,1177,843,794
"ENSG00000214226.8_3",59,61,44,39
"ENSG00000153933.9_2",539,589,419,374
"ENSG00000121060.17_4",2827,3355,2218,2044
"ENSG00000121058.4_3",1060,1122,723,597
"ENSG00000121064.12_3",433,497,635,554
"ENSG00000263004.1_5",8,4,11,13
"ENSG00000121057.12_3",4746,5491,3387,3128
"ENSG00000153944.10_5",4498,4226,3672,3885
"ENSG00000279555.1_6",2,5,4,1
"ENSG00000242889.2",0,5,2,0
"ENSG00000181610.12_2",804,864,479,421
"ENSG00000180891.12_3",250,309,221,190
"ENSG00000136451.8_3",2978,2927,1811,1933
"ENSG00000264112.1_6",1002,1133,1304,1192
"ENSG00000136450.12_3",2083,2002,830,755
"ENSG00000279069.1_5",51,76,65,59
"ENSG00000264364.2_2",2454,2512,1509,1491
"ENSG00000279207.1_5",112,81,73,62
"ENSG00000278627.1_5",10,14,12,8
"ENSG00000011143.16_5",278,361,242,207
"ENSG00000265148.5_6",15,11,9,9
"ENSG00000213246.6_4",67,57,48,30
"ENSG00000108375.12_4",1800,1720,894,824
"ENSG00000266648.1_2",9,5,4,3
"ENSG00000108389.9_3",1320,1464,1631,1367
"ENSG00000264672.5_5",1,0,5,1
"ENSG00000108387.14_3",74,65,42,40
"ENSG00000108384.14_3",727,780,322,280
"ENSG00000175175.5_3",4,3,5,5
"ENSG00000108395.13_4",1271,1499,961,933
"ENSG00000224738.1_4",17,12,6,3
"ENSG00000182628.12_2",1370,1410,867,857
"ENSG00000068489.12_3",2328,2522,555,619
"ENSG00000167447.12_3",496,569,456,415
"ENSG00000153982.10_3",167,160,133,152
"ENSG00000175155.8_3",429,510,634,572
"ENSG00000108406.9_2",865,925,421,374
"ENSG00000273702.1_5",12,18,15,14
"ENSG00000141367.11_4",11485,13054,8847,8151
"ENSG00000141378.14_2",1059,1162,659,698
"ENSG00000062716.12_3",4802,4387,3809,3876
"ENSG00000108423.14_2",260,291,208,228
"ENSG00000108443.13_3",1950,2088,1664,1533
"ENSG00000189050.15_3",578,455,506,572
"ENSG00000263422.1",36,34,21,27
"ENSG00000263820.1",1,2,2,7
"ENSG00000264049.1",2,8,8,2
"ENSG00000068097.14_4",738,742,674,634
"ENSG00000267248.1_5",18,18,10,15
"ENSG00000167434.9_4",4,11,3,1
"ENSG00000170832.12_3",1674,1825,1528,1401
"ENSG00000213228.5_4",5,8,6,10
"ENSG00000062725.9_2",1728,1763,1753,1683
"ENSG00000170836.11_2",1328,1384,1055,972
"ENSG00000141376.22_5",492,529,386,409
"ENSG00000227694.1_4",80,69,59,80
"ENSG00000266934.1_6",1,3,5,1
"ENSG00000267280.5_6",63,102,75,51
"ENSG00000121068.13_2",235,276,222,198
"ENSG00000121075.10_3",37,47,14,9
"ENSG00000136492.8_2",809,959,278,251
"ENSG00000108506.12_4",1515,1556,758,848
"ENSG00000108510.9_3",2454,2629,3139,2987
"ENSG00000279133.1_6",54,50,50,36
"ENSG00000266066.1_4",30,44,17,30
"ENSG00000266365.1_5",3,11,4,2
"ENSG00000263887.7_5",2,1,0,5
"ENSG00000087995.15_2",489,515,464,372
"ENSG00000146872.17_5",1664,1750,978,897
"ENSG00000239246.3_5",3,4,4,9
"ENSG00000277463.1_5",5,4,2,3
"ENSG00000170921.15_4",198,113,123,94
"ENSG00000008283.15_3",59,73,76,67
"ENSG00000136485.14_2",3642,4185,4936,4623
"ENSG00000136463.7_2",538,713,417,413
"ENSG00000198909.7_3",530,714,800,717
"ENSG00000266173.6_4",166,152,158,132
"ENSG00000136490.8_2",193,270,197,191
"ENSG00000279369.1_5",2,2,2,5
"ENSG00000108588.13_3",3534,3992,3117,2625
"ENSG00000198231.12_4",6463,6624,5260,4591
"ENSG00000108592.16_3",2354,2639,1397,1280
"ENSG00000087191.12_3",2751,3067,1805,1565
"ENSG00000108604.15_5",1785,2141,1714,1592
"ENSG00000007314.12_2",17,21,6,4
"ENSG00000108622.10_3",53,82,53,65
"ENSG00000178607.15_2",408,471,612,554
"ENSG00000266402.3_4",10,14,11,9
"ENSG00000199753.1",27,44,29,18
"ENSG00000136478.7_4",1983,2451,2370,2301
"ENSG00000256525.6_2",480,583,496,424
"ENSG00000108654.14_4",16801,19318,12101,10308
"ENSG00000258890.6_6",2008,2185,1461,1418
"ENSG00000108854.15_4",1441,1359,1336,1261
"ENSG00000215769.8_5",38,36,47,35
"ENSG00000214176.9_5",385,433,438,357
"ENSG00000176809.10_4",35,34,36,41
"ENSG00000264057.1_5",5,7,7,5
"ENSG00000266155.2_5",8,5,3,0
"ENSG00000272006.1_5",5,0,3,2
"ENSG00000214174.8_2",149,183,128,109
"ENSG00000120063.9_2",1248,1420,943,953
"ENSG00000108370.16_4",19,17,7,1
"ENSG00000168646.12_4",2635,2752,1084,1097
"ENSG00000154240.16_5",133,178,98,62
"ENSG00000091583.10_3",15296,20821,42531,38742
"ENSG00000154229.11_3",2649,3052,1795,1704
"ENSG00000075461.5_2",4,7,1,1
"ENSG00000198265.11_4",5164,6091,5058,4775
"ENSG00000285877.1_1",1,2,6,4
"ENSG00000266473.1_5",3,8,7,9
"ENSG00000197170.9_2",2054,2050,897,773
"ENSG00000154217.14_4",322,390,145,164
"ENSG00000130935.9_3",1928,2248,1153,1139
"ENSG00000171634.17_5",7791,8131,5107,4975
"ENSG00000279880.1_6",8,5,8,4
"ENSG00000186665.9_5",249,265,286,292
"ENSG00000182481.8_3",7210,7295,2780,2723
"ENSG00000237854.3_4",47,69,70,84
"ENSG00000278730.1_5",423,490,632,637
"ENSG00000274561.1_5",22,26,30,34
"ENSG00000277476.1_5",40,66,83,97
